TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 1.953125e-03 0.000000e+00 1.321978e+01 0.000000e+00
100 1.636990e-01 1.405869e+00 2.278233e-01 3.095335e+00
200 3.201765e-01 5.416908e-01 7.145715e-02 1.184643e+00
300 4.761931e-01 2.778619e-01 2.500975e-02 5.711359e-01
400 6.322470e-01 9.030308e-02 1.078873e-02 4.663034e-01
500 7.882433e-01 3.923736e-02 6.640069e-03 2.277153e-01
600 9.442403e-01 2.398282e-02 3.739683e-03 9.162954e-02
700 1.100208e+00 1.276158e-02 2.565580e-03 3.055849e-02
800 1.256195e+00 8.459036e-03 1.182820e-03 1.042118e-02
900 1.412169e+00 5.778408e-03 3.789455e-04 4.926727e-03
1000 1.568148e+00 3.317467e-03 2.922793e-04 4.434050e-03
1100 1.724127e+00 1.525865e-03 2.248038e-04 4.649967e-03
1200 1.880105e+00 5.947539e-04 1.084746e-04 3.431050e-03
1300 2.036083e+00 3.246104e-04 4.214498e-05 1.790365e-03
1400 2.192061e+00 2.058301e-04 3.414141e-05 6.499333e-04
1500 2.348039e+00 1.096150e-04 2.431556e-05 1.941220e-04
1600 2.504018e+00 6.649720e-05 1.076806e-05 1.270256e-04
1700 2.659996e+00 4.792743e-05 3.128768e-06 5.931684e-05
1800 2.815974e+00 2.867423e-05 3.106262e-06 2.754574e-05
1900 2.971953e+00 1.279571e-05 2.415823e-06 3.769293e-05
2000 3.127931e+00 5.076458e-06 1.115207e-06 2.987886e-05
2100 3.283909e+00 3.394175e-06 3.737279e-07 1.541896e-05
2200 3.439887e+00 2.220153e-06 3.370997e-07 5.059115e-06
2300 3.595865e+00 1.094427e-06 2.488133e-07 2.019934e-06
2400 3.751844e+00 6.029151e-07 1.088327e-07 1.744775e-06
2500 3.907822e+00 4.488089e-07 3.139440e-08 8.440084e-07
2600 4.063800e+00 2.741436e-07 3.398583e-08 2.585080e-07
2700 4.219778e+00 1.214520e-07 2.604286e-08 3.408578e-07
2800 4.375757e+00 5.155132e-08 1.169913e-08 2.826727e-07
2900 4.531735e+00 3.808216e-08 3.662103e-09 1.435394e-07
3000 4.687713e+00 2.463989e-08 3.545800e-09 4.383354e-08
3100 4.843691e+00 1.161981e-08 2.642248e-09 2.429191e-08
3200 4.999670e+00 5.995857e-09 1.146127e-09 2.149792e-08
3300 5.155648e+00 4.522546e-09 3.375145e-10 1.046468e-08
3400 5.311626e+00 2.789325e-09 3.718614e-10 2.946273e-09
3500 5.467604e+00 1.236758e-09 2.803045e-10 3.351406e-09
3600 5.623583e+00 5.575227e-10 1.234117e-10 2.828026e-09
3700 5.779561e+00 4.254761e-10 3.770989e-11 1.412101e-09
3800 5.935539e+00 2.710413e-10 3.830078e-11 4.132338e-10
3900 6.091517e+00 1.247202e-10 2.843734e-11 2.854976e-10
4000 6.247496e+00 6.239411e-11 1.222831e-11 2.486206e-10
4037 6.305208e+00 6.923174e-11 1.003561e-11 9.653308e-11
