TITLE = "Cavity Iterative Residual History"
variables="Iteration""Time(s)""Res1""Res2""Res3"
1 1.220703e-04 0.000000e+00 1.032095e+02 0.000000e+00
10 1.220703e-03 2.118625e+00 6.148261e-01 3.208182e+00
20 2.441406e-03 3.845375e+00 3.642461e-01 9.776899e+00
30 3.662109e-03 4.465750e+00 2.653450e-01 1.459609e+01
40 4.882813e-03 4.631756e+00 2.107775e-01 1.698062e+01
50 6.103516e-03 4.616027e+00 1.756246e-01 1.773481e+01
60 7.324219e-03 4.526092e+00 1.508588e-01 1.758390e+01
70 8.544922e-03 4.445675e+00 1.323531e-01 1.705513e+01
80 9.765625e-03 4.341629e+00 1.179503e-01 1.651469e+01
90 1.098633e-02 4.218127e+00 1.063648e-01 1.610912e+01
100 1.220703e-02 4.090678e+00 9.678241e-02 1.584363e+01
110 1.342773e-02 3.978530e+00 8.867143e-02 1.570576e+01
120 1.464844e-02 3.875908e+00 8.168805e-02 1.568256e+01
130 1.586914e-02 3.781156e+00 7.559238e-02 1.574445e+01
140 1.708984e-02 3.692546e+00 7.021178e-02 1.586318e+01
150 1.831055e-02 3.607911e+00 6.541881e-02 1.601233e+01
160 1.953125e-02 3.526201e+00 6.111434e-02 1.617157e+01
170 2.075195e-02 3.448639e+00 5.722027e-02 1.632776e+01
180 2.197266e-02 3.383806e+00 5.368536e-02 1.647873e+01
190 2.319336e-02 3.320840e+00 5.045458e-02 1.662513e+01
200 2.441406e-02 3.257770e+00 4.747905e-02 1.676199e+01
210 2.563477e-02 3.195579e+00 4.471889e-02 1.688670e+01
220 2.685547e-02 3.137832e+00 4.214374e-02 1.700101e+01
230 2.807617e-02 3.081853e+00 3.972884e-02 1.710847e+01
240 2.929688e-02 3.026141e+00 3.745313e-02 1.720835e+01
250 3.051758e-02 2.973959e+00 3.529991e-02 1.730029e+01
260 3.173828e-02 2.924767e+00 3.325778e-02 1.738722e+01
270 3.295898e-02 2.876740e+00 3.131481e-02 1.746914e+01
280 3.417969e-02 2.831937e+00 2.946437e-02 1.754609e+01
290 3.540039e-02 2.788164e+00 2.770087e-02 1.761878e+01
300 3.662109e-02 2.746899e+00 2.602145e-02 1.768722e+01
310 3.784180e-02 2.706269e+00 2.442624e-02 1.775202e+01
320 3.906250e-02 2.666297e+00 2.291625e-02 1.781267e+01
330 4.028320e-02 2.625927e+00 2.149516e-02 1.786847e+01
340 4.150391e-02 2.587039e+00 2.016996e-02 1.791911e+01
350 4.272461e-02 2.548502e+00 1.895057e-02 1.796550e+01
360 4.394531e-02 2.509986e+00 1.784790e-02 1.800761e+01
370 4.516602e-02 2.471765e+00 1.687560e-02 1.804549e+01
380 4.638672e-02 2.432844e+00 1.604770e-02 1.807930e+01
390 4.760742e-02 2.393609e+00 1.537663e-02 1.810879e+01
400 4.882813e-02 2.353797e+00 1.487255e-02 1.813390e+01
410 5.004883e-02 2.313549e+00 1.454101e-02 1.815472e+01
420 5.126953e-02 2.272858e+00 1.438156e-02 1.817118e+01
430 5.249023e-02 2.232470e+00 1.438749e-02 1.818389e+01
440 5.371094e-02 2.191578e+00 1.454639e-02 1.819329e+01
450 5.493164e-02 2.150758e+00 1.484160e-02 1.819944e+01
460 5.615234e-02 2.109429e+00 1.525379e-02 1.820266e+01
470 5.737305e-02 2.067923e+00 1.576142e-02 1.820286e+01
480 5.859375e-02 2.026313e+00 1.634416e-02 1.820004e+01
490 5.981445e-02 1.985069e+00 1.698362e-02 1.819425e+01
